student_id,age,attendance_percentage,study_hours_per_day,assignment_completion_rate,internal_marks,previous_cgpa,extracurricular_activities,part_time_job,performance_category,gender_Male,gender_Other,performance_encoded,academic_score_index,engagement_score,study_efficiency
S0275,21,51.6,5.7,89.8,64.2,6.07,1,1,Good,True,False,2,62.83,70.7,1.047
S0276,21,67.1,3.5,95.6,50.7,4.24,0,0,Average,False,False,1,59.47,81.35,1.178
S0277,18,86.9,4.1,78.7,53.6,5.21,1,0,Good,True,False,2,63.06,82.8,1.24
S0278,19,56.2,1.1,96.9,37.8,4.0,0,0,At Risk,False,False,0,48.49,76.55,3.333
S0279,18,79.4,3.4,86.6,60.5,5.35,1,0,Good,False,False,2,64.01,83.0,1.529
S0280,23,54.7,3.9,85.7,43.4,4.3,1,0,At Risk,False,False,0,52.5,70.2,1.075
S0281,21,82.0,9.2,74.3,66.2,5.19,0,0,Excellent,True,False,3,73.86,78.15,0.558
S0282,22,74.5,1.8,82.9,46.0,4.0,0,0,Average,True,False,1,54.3,78.7,2.105
S0283,22,50.8,6.9,76.3,46.5,4.26,0,0,Average,True,False,1,55.74,63.55,0.609
S0284,20,92.5,6.0,77.4,80.3,6.97,1,0,Excellent,False,False,3,76.71,84.95,1.143
S0285,18,,,72.0,48.5,4.0,1,1,Average,False,False,1,,,
S0286,18,62.8,7.5,74.0,,6.09,1,0,Excellent,False,False,3,,68.4,0.801
S0287,20,78.0,4.7,100.0,59.2,7.07,1,0,Excellent,False,False,3,68.05,89.0,1.473
S0288,20,92.2,4.8,100.0,54.2,6.07,1,0,Excellent,False,False,3,70.02,96.1,1.239
S0289,20,59.8,3.9,100.0,49.6,6.29,0,0,Good,True,False,2,58.81,79.9,1.572
S0290,21,75.9,6.4,69.5,68.2,6.4,0,0,Excellent,False,False,3,67.41,72.7,0.985
S0291,23,81.4,6.2,88.5,,6.62,0,0,Excellent,True,False,3,,84.95,1.051
S0292,18,85.4,2.7,61.0,63.3,5.22,1,1,Good,True,False,2,60.2,73.2,1.864
S0293,21,77.6,1.4,67.4,55.7,4.83,1,1,Average,True,False,1,54.71,72.5,3.22
S0294,20,69.5,3.6,68.4,59.0,4.0,0,0,Average,True,False,1,57.7,68.95,1.081
S0295,18,62.6,2.4,98.4,42.3,5.49,1,1,Average,True,False,1,54.14,80.5,2.196
S0296,21,76.3,3.9,76.9,46.0,5.99,1,1,Good,False,False,2,57.06,76.6,1.498
S0297,23,58.9,6.5,100.0,52.3,4.7,1,0,Good,True,False,2,63.86,79.45,0.712
S0298,21,31.2,3.1,90.3,40.2,4.21,0,1,At Risk,False,False,0,45.1,60.75,1.316
S0299,23,81.5,3.9,100.0,60.5,5.03,0,0,Good,True,False,2,68.05,90.75,1.258
S0300,20,88.6,4.1,61.0,41.5,4.8,1,0,Average,True,False,1,55.71,74.8,1.143
S0301,23,39.6,5.7,100.0,48.9,5.83,1,0,Average,True,False,1,56.52,69.8,1.005
S0302,18,59.9,0.0,92.2,39.2,4.0,1,0,At Risk,True,False,0,47.14,76.05,40.0
S0303,20,84.3,2.8,66.0,51.5,5.42,0,0,Good,False,False,2,56.97,75.15,1.869
S0304,18,100.0,4.4,98.9,73.5,6.19,0,0,Excellent,True,False,3,77.84,99.45,1.376
S0305,22,75.3,6.4,92.8,65.2,6.0,1,1,Excellent,False,False,3,70.87,84.05,0.923
S0306,19,64.1,3.0,77.6,58.7,5.89,1,1,Good,True,False,2,57.09,70.85,1.9
S0307,23,72.3,0.2,63.0,40.6,4.29,1,1,At Risk,False,False,0,45.22,67.65,14.3
S0308,19,95.6,5.2,74.6,71.8,6.23,1,1,Excellent,False,False,3,72.62,85.1,1.175
S0309,19,65.3,2.7,100.0,60.8,5.48,0,1,Good,False,False,2,62.1,82.65,1.957
S0310,23,63.0,1.6,78.2,,6.03,1,0,Good,True,False,2,,70.6,3.547
S0311,20,67.8,2.8,92.3,40.0,4.74,1,0,Average,True,False,1,54.08,80.05,1.634
S0312,22,60.7,3.6,70.3,47.0,5.0,0,0,Average,True,False,1,51.68,65.5,1.351
S0313,18,76.8,2.8,68.9,48.7,4.0,1,1,Average,False,False,1,54.69,72.85,1.379
S0314,21,99.4,0.0,91.2,53.7,4.92,0,0,Good,True,False,2,61.88,95.3,49.2
S0315,18,79.8,5.8,66.4,66.8,6.73,0,1,Excellent,True,False,3,66.28,73.1,1.141
S0316,21,71.2,6.5,81.8,54.1,5.28,0,0,Good,False,False,2,63.93,76.5,0.8
S0317,18,70.6,5.3,86.1,57.6,5.98,0,0,Good,True,False,2,63.86,78.35,1.107
S0318,23,51.6,1.7,80.1,24.4,4.88,0,1,At Risk,False,False,0,40.29,65.85,2.711
S0319,22,88.2,3.6,79.5,68.8,6.96,1,0,Excellent,True,False,3,68.03,83.85,1.881
S0320,21,73.8,4.0,88.9,50.0,5.07,1,0,Good,True,False,2,60.4,81.35,1.237
S0321,20,72.3,5.2,95.8,57.7,5.05,1,0,Good,False,False,2,66.1,84.05,0.953
S0322,18,100.0,5.3,96.6,63.4,4.0,0,0,Excellent,True,False,3,75.34,98.3,0.741
S0323,18,79.5,2.5,65.2,60.5,5.5,0,1,Good,False,False,2,58.26,72.35,2.115
S0324,21,63.7,4.2,79.1,29.0,4.0,1,0,At Risk,True,False,0,48.9,71.4,0.93
S0325,20,68.6,4.9,100.0,55.1,5.62,0,0,Good,True,False,2,64.6,84.3,1.124
S0326,20,92.2,6.9,100.0,67.5,5.93,0,0,Excellent,False,False,3,78.18,96.1,0.847
S0327,23,76.7,5.4,65.2,55.6,5.08,1,1,Good,False,False,2,60.68,70.95,0.924
S0328,23,53.4,5.6,91.5,66.6,4.57,1,0,Good,False,False,2,64.29,72.45,0.802
S0329,23,88.8,4.2,53.7,52.1,4.37,1,0,Average,True,False,1,58.18,71.25,1.016
S0330,23,65.0,6.8,89.3,66.1,6.35,1,1,Excellent,False,False,3,68.58,77.15,0.92
S0331,23,100.0,4.8,100.0,67.3,7.41,0,0,Excellent,True,False,3,76.55,100.0,1.512
S0332,23,91.2,2.3,65.4,64.4,5.79,1,1,Excellent,True,False,3,62.25,78.3,2.412
S0333,22,68.3,6.8,76.1,55.6,5.6,0,0,Good,False,False,2,63.09,72.2,0.812
S0334,20,94.2,5.4,97.3,,6.28,1,0,Excellent,True,False,3,,95.75,1.142
S0335,23,76.0,3.1,58.1,60.9,5.01,0,0,Good,False,False,2,57.1,67.05,1.566
S0336,20,87.8,3.0,71.5,58.7,5.82,1,1,Good,True,False,2,61.8,79.65,1.877
S0337,20,82.3,4.6,93.1,46.1,4.17,0,1,Average,True,False,1,63.0,87.7,0.887
S0338,19,62.3,4.9,75.3,49.1,5.64,1,0,Good,False,False,2,55.99,68.8,1.128
S0339,22,65.3,4.4,80.3,55.9,5.48,1,0,Good,False,False,2,59.28,72.8,1.218
S0340,23,,4.6,95.4,67.6,6.29,1,1,Excellent,False,False,3,,,1.338
S0341,18,70.0,7.4,96.1,57.8,4.84,1,0,Good,False,False,2,69.28,83.05,0.645
S0342,21,68.9,6.1,91.2,35.7,4.71,1,1,Average,False,False,1,58.13,80.05,0.76
S0343,18,60.7,,78.7,55.6,7.0,1,0,Good,False,False,2,,69.7,
S0344,22,81.4,5.9,92.4,52.4,4.34,1,1,Good,False,False,2,67.0,86.9,0.723
S0345,21,100.0,1.9,76.9,39.6,4.1,1,0,Average,True,False,1,57.41,88.45,2.05
S0346,22,59.0,4.8,,29.4,4.0,1,0,At Risk,True,False,0,,,0.816
S0347,20,75.4,7.6,82.7,71.9,6.94,1,0,Excellent,True,False,3,73.22,79.05,0.901
S0348,21,96.2,3.6,79.5,60.7,5.19,1,1,Excellent,False,True,3,67.19,87.85,1.403
S0349,20,,2.3,64.8,47.2,4.0,1,0,At Risk,False,False,0,,,1.667
S0350,18,81.8,2.7,79.9,63.8,6.92,1,0,Excellent,True,False,3,63.26,80.85,2.471
S0351,18,59.1,1.8,66.4,48.2,5.5,1,0,Average,False,False,1,47.92,62.75,2.895
S0352,21,,2.4,63.1,64.6,4.48,1,0,Good,False,False,2,,,1.792
S0353,21,72.2,3.3,85.5,40.4,4.0,0,1,Average,True,False,1,54.79,78.85,1.176
S0354,23,89.8,1.2,80.6,,6.27,1,1,Good,False,False,2,,85.2,4.823
S0355,22,92.8,4.0,94.7,46.9,5.97,1,0,Excellent,False,False,3,65.22,93.75,1.456
S0356,23,100.0,5.8,80.1,65.6,6.69,1,1,Excellent,True,False,3,73.65,90.05,1.134
S0357,22,83.7,2.2,85.5,49.7,4.84,1,1,Good,False,False,2,59.09,84.6,2.104
S0358,23,79.9,7.0,97.3,70.0,6.27,0,1,Excellent,True,False,3,75.6,88.6,0.883
S0359,20,77.9,5.0,91.7,58.7,5.42,1,0,Good,False,False,2,66.69,84.8,1.063
S0360,21,69.7,6.1,74.8,64.2,6.75,1,1,Excellent,False,True,3,65.02,72.25,1.089
S0361,18,80.1,2.7,82.6,57.8,4.77,1,0,Good,False,False,2,61.27,81.35,1.704
S0362,22,70.6,5.7,91.9,75.5,5.89,0,0,Excellent,True,False,3,71.96,81.25,1.016
S0363,22,77.5,1.8,78.7,46.1,5.57,1,1,Average,False,False,1,54.25,78.1,2.932
S0364,18,94.8,5.8,55.3,,5.46,1,0,Excellent,False,False,3,,75.05,0.925
S0365,23,59.9,4.3,86.0,52.8,6.27,0,0,Good,True,False,2,57.82,72.95,1.425
S0366,22,92.1,5.1,100.0,56.5,4.85,0,1,Excellent,False,False,3,71.3,96.05,0.933
S0367,20,94.8,1.6,72.8,65.1,5.86,0,1,Excellent,True,False,3,63.71,83.8,3.447
S0368,21,73.2,2.2,,46.3,4.04,1,0,Average,False,False,1,,,1.757
S0369,18,43.2,5.2,91.0,44.0,4.65,0,1,Average,True,False,1,53.07,67.1,0.877
S0370,21,65.9,2.1,83.9,42.3,4.0,0,0,At Risk,True,False,0,51.56,74.9,1.818
S0371,22,94.5,4.9,100.0,68.8,5.74,1,0,Excellent,True,False,3,75.87,97.25,1.148
S0372,22,74.7,1.3,58.7,45.0,4.0,0,1,At Risk,False,False,0,48.33,66.7,2.857
S0373,18,60.0,5.7,97.4,50.0,5.56,0,0,Good,True,False,2,61.48,78.7,0.959
S0374,20,67.4,1.5,86.9,58.0,6.05,1,0,Good,False,False,2,57.03,77.15,3.781
S0375,19,87.6,5.1,83.1,54.7,4.0,1,0,Good,True,False,2,66.17,85.35,0.769
S0376,18,83.2,5.3,90.7,61.1,6.73,1,0,Excellent,True,False,3,69.16,86.95,1.246
S0377,19,71.4,2.6,95.6,,7.26,1,0,Excellent,False,False,3,,83.5,2.689
S0378,23,69.5,5.2,98.5,43.4,4.64,1,1,Average,False,False,1,60.93,84.0,0.875
S0379,19,69.1,4.5,66.9,58.1,4.97,1,1,Good,True,False,2,58.49,68.0,1.08
S0380,20,61.2,2.9,93.1,38.6,6.58,0,0,Good,False,False,2,52.26,77.15,2.193
S0381,23,,2.0,78.0,62.3,4.68,0,1,Good,False,False,2,,,2.229
S0382,19,70.2,0.1,76.3,33.7,4.04,1,0,At Risk,False,False,0,44.77,73.25,20.2
S0383,23,93.3,4.7,85.5,67.6,,0,0,Excellent,True,False,3,71.92,89.4,
S0384,19,97.8,0.9,74.5,60.9,6.73,1,1,Excellent,True,False,3,62.16,86.15,6.73
S0385,20,90.0,4.2,100.0,66.5,6.28,1,0,Excellent,False,False,3,72.78,95.0,1.46
S0386,19,68.5,3.5,80.7,53.1,4.79,0,0,Average,True,False,1,57.68,74.6,1.331
S0387,19,81.1,5.4,69.0,,4.76,0,0,Good,False,False,2,,75.05,0.865
S0388,19,74.6,3.4,75.9,48.0,4.61,0,0,Average,False,False,1,56.3,75.25,1.317
S0389,18,61.4,3.3,84.3,60.1,4.8,1,1,Average,False,False,1,58.74,72.85,1.412
S0390,18,79.9,5.5,100.0,54.9,5.33,1,0,Good,False,False,2,68.36,89.95,0.952
S0391,18,57.3,4.7,,43.0,4.13,1,0,Average,False,True,1,,,0.86
S0392,20,92.8,4.6,71.4,67.0,4.82,0,0,Excellent,True,False,3,68.6,82.1,1.026
S0393,23,68.0,4.9,100.0,48.7,5.93,1,0,Good,False,False,2,62.21,84.0,1.186
S0394,22,78.0,0.9,80.8,38.5,4.0,1,0,At Risk,True,False,0,50.64,79.4,4.0
S0395,19,79.2,5.5,100.0,48.7,4.0,0,0,Good,True,False,2,66.01,89.6,0.714
S0396,19,71.1,5.2,83.1,53.1,5.05,1,1,Good,False,False,2,61.65,77.1,0.953
S0397,20,83.8,2.0,87.0,50.5,5.08,1,1,Good,False,False,2,59.36,85.4,2.419
S0398,19,67.9,3.5,94.6,52.8,4.0,0,0,Average,False,True,1,60.21,81.25,1.111
S0399,18,88.1,3.9,100.0,65.7,6.21,1,0,Excellent,False,False,3,71.52,94.05,1.552
S0400,22,54.8,3.7,98.3,51.8,4.27,0,0,Average,True,False,1,57.66,76.55,1.124
S0401,21,76.9,4.7,97.5,55.6,6.7,1,1,Excellent,True,False,3,66.02,87.2,1.396
S0402,19,100.0,6.9,84.1,69.1,6.57,0,1,Excellent,False,False,3,77.5,92.05,0.939
S0403,18,60.0,6.2,78.8,60.7,5.32,1,0,Good,True,False,2,62.34,69.4,0.844
S0404,21,64.8,1.4,82.8,53.8,4.63,1,1,Average,True,False,1,53.92,73.8,3.087
S0405,22,82.7,5.2,99.4,61.4,5.6,1,0,Excellent,True,False,3,70.71,91.05,1.057
S0406,21,77.7,6.7,85.1,59.7,6.07,1,0,Excellent,True,False,3,68.51,81.4,0.893
S0407,18,80.3,4.8,100.0,50.5,5.01,1,0,Good,True,False,2,65.75,90.15,1.022
S0408,23,82.3,6.2,100.0,51.7,4.93,1,0,Good,True,False,2,69.0,91.15,0.783
S0409,23,84.5,8.0,77.3,74.7,6.53,1,0,Excellent,True,False,3,76.06,80.9,0.806
S0410,21,91.6,6.0,74.4,70.1,5.72,1,0,Excellent,True,False,3,72.32,83.0,0.938
S0411,20,81.1,4.5,81.9,62.4,5.47,1,0,Good,False,True,2,66.0,81.5,1.189
S0412,21,71.4,6.1,91.8,58.7,4.0,1,0,Good,True,False,2,66.92,81.6,0.645
S0413,19,85.1,4.3,75.7,,6.96,1,0,Excellent,True,False,3,,80.4,1.582
S0414,19,100.0,4.0,100.0,58.1,5.73,1,0,Excellent,False,False,3,72.0,100.0,1.398
S0415,23,73.0,3.3,88.0,59.4,4.95,1,0,Good,True,False,2,62.14,80.5,1.456
S0416,20,60.4,7.1,89.8,59.1,7.06,0,0,Excellent,False,False,3,65.58,75.1,0.981
S0417,18,91.6,2.4,58.3,49.8,5.06,0,0,Good,False,False,2,55.99,74.95,2.024
S0418,19,73.2,7.1,69.5,68.0,5.25,0,0,Good,True,False,2,67.83,71.35,0.729
S0419,23,42.4,5.0,89.2,51.0,5.75,1,0,Average,True,False,1,54.62,65.8,1.127
S0420,22,87.7,1.2,45.4,52.8,5.49,0,0,Average,False,False,1,51.48,66.55,4.223
S0421,23,67.0,4.7,99.6,,5.61,1,0,Good,False,False,2,,83.3,1.169
S0422,19,73.6,0.0,72.6,41.8,,1,0,At Risk,True,False,0,47.55,73.1,
S0423,19,80.0,5.3,100.0,79.0,,0,1,Excellent,False,False,3,76.48,90.0,
S0424,23,77.9,5.8,100.0,70.2,,1,0,Excellent,True,False,3,73.71,88.95,
S0425,18,85.6,2.8,77.9,59.9,6.04,0,0,Excellent,False,True,3,62.61,81.75,2.083
S0426,21,68.5,4.2,81.8,54.0,4.0,0,0,Average,True,False,1,59.38,75.15,0.93
S0427,19,82.7,7.9,100.0,76.6,6.25,1,0,Excellent,False,False,3,80.65,91.35,0.781
S0428,23,71.1,3.0,100.0,54.5,6.65,1,0,Excellent,False,False,3,61.85,85.55,2.145
S0429,23,86.1,1.9,54.2,51.7,4.49,1,0,Average,False,False,1,53.63,70.15,2.245
S0430,20,84.2,7.0,62.2,63.8,5.34,0,0,Excellent,True,False,3,67.49,73.2,0.752
S0431,21,61.0,7.9,81.5,61.4,5.33,1,1,Good,True,False,2,66.21,71.25,0.666
S0432,22,91.3,4.0,91.7,34.0,4.0,0,0,Average,True,False,1,59.73,91.5,0.976
S0433,18,67.0,6.0,94.5,59.8,,0,0,Good,True,False,2,66.58,80.75,
S0434,22,87.1,6.7,100.0,62.3,5.55,0,0,Excellent,True,False,3,74.75,93.55,0.816
S0435,21,80.5,2.5,62.0,64.4,5.97,0,1,Good,False,False,2,59.23,71.25,2.296
S0436,21,100.0,3.0,46.3,59.2,5.51,0,1,Good,True,False,2,59.98,73.15,1.777
S0437,21,71.6,6.5,100.0,51.5,4.97,0,0,Good,True,False,2,66.76,85.8,0.753
S0438,22,69.8,7.4,77.4,62.7,5.8,1,1,Excellent,False,False,3,67.21,73.6,0.773
S0439,21,74.7,5.1,54.9,49.3,5.78,0,0,Good,False,False,2,55.41,64.8,1.112
S0440,23,70.5,2.2,81.6,51.5,4.94,0,1,Average,False,False,1,55.64,76.05,2.148
S0441,22,87.0,8.0,100.0,72.4,5.88,0,1,Excellent,False,True,3,80.42,93.5,0.726
S0442,21,50.8,2.9,79.0,51.6,4.87,1,0,Average,True,False,1,51.39,64.9,1.623
S0443,23,59.2,3.3,74.7,41.3,4.94,0,1,Average,True,False,1,49.7,66.95,1.453
S0444,20,59.0,4.7,82.0,52.1,6.26,1,0,Good,False,False,2,57.22,70.5,1.304
S0445,21,89.3,7.1,83.6,,4.93,1,0,Excellent,False,False,3,,86.45,0.685
S0446,22,100.0,5.7,66.2,72.7,6.44,0,0,Excellent,True,False,3,73.18,83.1,1.11
S0447,19,73.4,4.8,73.9,60.6,5.91,1,1,Good,False,False,2,62.34,73.65,1.206
S0448,21,72.5,4.9,92.6,60.4,4.83,0,0,Good,True,False,2,65.95,82.55,0.966
S0449,19,,4.1,88.0,55.1,5.32,1,0,Good,True,False,2,,,1.267
S0450,23,92.4,5.1,87.7,66.3,4.81,1,1,Excellent,False,False,3,72.34,90.05,0.925
S0451,20,61.1,0.0,60.1,51.2,4.0,0,0,At Risk,False,False,0,45.22,60.6,40.0
S0452,18,78.6,3.4,79.1,51.5,5.38,0,0,Good,False,False,2,59.16,78.85,1.537
S0453,20,89.6,4.5,51.3,61.5,5.38,1,0,Good,True,False,2,61.68,70.45,1.17
S0454,21,82.5,1.7,81.1,41.2,4.63,1,0,Average,False,False,1,54.1,81.8,2.572
S0455,19,77.8,4.8,100.0,50.8,5.03,0,0,Good,True,False,2,65.23,88.9,1.027
S0456,19,90.0,3.6,60.1,58.6,4.73,1,0,Good,True,False,2,61.03,75.05,1.278
S0457,22,34.5,7.5,81.2,61.7,5.67,1,1,Good,False,False,2,58.96,57.85,0.746
S0458,19,85.2,7.1,94.1,64.8,4.9,1,1,Excellent,False,False,3,74.63,89.65,0.681
S0459,22,65.2,3.1,100.0,47.0,5.93,0,0,Good,False,False,2,57.92,82.6,1.853
S0460,23,47.5,3.7,75.7,42.1,4.0,1,0,At Risk,False,False,0,47.92,61.6,1.053
S0461,18,82.7,,72.4,52.2,4.98,1,0,Good,False,False,2,,77.55,
S0462,21,95.6,3.1,51.7,60.3,4.78,0,0,Good,False,False,2,60.51,73.65,1.494
S0463,22,72.9,4.4,85.4,43.1,5.04,1,0,Average,True,False,1,57.72,79.15,1.12
S0464,18,89.3,2.5,100.0,64.5,5.6,1,0,Excellent,True,False,3,69.07,94.65,2.154
S0465,19,99.2,1.7,82.6,49.5,4.56,1,1,Good,True,False,2,61.48,90.9,2.533
S0466,19,94.7,5.2,85.1,69.8,6.87,0,0,Excellent,True,False,3,73.79,89.9,1.296
S0467,18,,5.3,90.4,55.6,5.36,1,0,Excellent,False,False,3,,,0.993
S0468,19,86.1,2.4,79.6,58.4,5.92,0,1,Good,True,False,2,61.88,82.85,2.368
S0469,23,76.1,5.8,74.4,65.6,5.15,1,0,Good,True,False,2,66.53,75.25,0.873
S0470,23,51.0,2.7,92.7,46.5,4.0,0,0,At Risk,True,False,0,52.06,71.85,1.429
S0471,18,71.3,4.5,87.4,46.9,4.9,1,0,Average,False,False,1,59.22,79.35,1.065
S0472,22,62.4,5.6,86.5,57.5,5.19,1,0,Good,True,False,2,62.36,74.45,0.911
S0473,22,100.0,3.9,68.2,52.2,5.63,0,1,Good,False,False,2,63.41,84.1,1.408
S0474,18,72.4,4.9,100.0,54.4,5.2,1,0,Good,True,False,2,65.31,86.2,1.04
S0475,22,76.8,3.0,91.0,60.3,5.78,1,1,Good,True,False,2,63.5,83.9,1.865
S0476,22,83.3,3.6,73.9,,4.43,0,1,Good,False,False,2,,78.6,1.197
S0477,23,75.7,3.6,97.2,53.6,6.73,1,1,Excellent,False,False,3,63.12,86.45,1.819
S0478,22,100.0,2.5,72.5,49.7,4.85,1,1,Good,True,False,2,61.06,86.25,1.865
S0479,20,65.7,3.6,70.5,55.7,5.9,0,0,Good,False,False,2,56.02,68.1,1.595
S0480,21,77.9,0.9,65.4,46.2,4.1,0,0,At Risk,False,False,0,50.23,71.65,4.1
S0481,19,63.9,,54.4,,4.02,0,0,At Risk,True,False,0,,59.15,
S0482,20,55.2,3.4,88.9,53.0,4.14,0,0,Average,False,False,1,55.8,72.05,1.183
S0483,22,65.8,3.5,54.5,50.0,5.36,1,1,Average,False,False,1,50.68,60.15,1.489
S0484,23,74.4,3.5,63.6,62.4,,0,0,Good,False,False,2,58.99,69.0,
S0485,18,68.6,3.9,51.7,43.5,4.63,1,1,Average,False,False,1,49.22,60.15,1.158
S0486,22,64.6,5.0,83.7,29.0,4.3,1,1,At Risk,False,False,0,51.37,74.15,0.843
S0487,23,53.9,5.7,84.1,55.5,4.34,0,1,Average,False,False,1,59.22,69.0,0.748
S0488,21,,2.7,75.5,52.6,4.61,1,1,Average,False,False,1,,,1.646
S0489,22,52.4,1.6,62.6,27.0,4.0,1,0,At Risk,False,False,0,37.74,57.5,2.353
S0490,18,86.4,1.9,61.2,43.8,6.31,1,0,Good,False,False,2,52.34,73.8,3.155
S0491,23,76.2,3.0,88.0,73.9,6.32,0,0,Excellent,False,False,3,67.52,82.1,2.039
S0492,23,53.1,3.3,73.3,43.4,5.08,0,0,Average,False,False,1,48.62,63.2,1.494
S0493,23,70.4,2.5,84.7,54.5,5.18,1,0,Good,True,False,2,57.78,77.55,1.992
S0494,21,63.7,1.4,,,5.84,1,1,Average,False,False,1,,,3.893
S0495,22,79.8,3.1,83.9,36.5,4.0,1,1,Average,False,False,1,54.67,81.85,1.25
S0496,21,95.1,4.4,100.0,60.4,5.7,1,0,Excellent,True,False,3,72.25,97.55,1.267
S0497,19,46.9,5.2,94.2,47.5,4.0,0,0,Average,False,False,1,55.86,70.55,0.755
S0498,19,76.7,2.9,74.6,48.5,4.0,1,0,Average,True,False,1,55.9,75.65,1.333
S0499,22,,3.2,85.3,50.5,5.27,0,0,Good,True,False,2,,,1.597
S0500,21,85.1,2.1,75.6,53.9,5.35,0,0,Good,False,False,2,58.76,80.35,2.432
S0501,18,78.2,3.9,82.9,54.0,5.01,1,0,Good,True,False,2,61.53,80.55,1.252
S0502,23,63.7,2.3,74.7,35.9,4.07,0,0,At Risk,False,False,0,47.26,69.2,1.696
S0503,23,70.2,5.1,,60.2,8.09,1,0,Excellent,False,False,3,,,1.556
S0504,22,63.1,0.4,79.0,24.5,4.0,1,0,At Risk,True,False,0,40.82,71.05,8.0
S0505,19,91.1,3.3,66.7,40.8,4.86,0,0,Average,True,False,1,55.9,78.9,1.429
S0506,19,75.3,4.6,69.0,62.3,5.22,1,0,Good,True,False,2,62.1,72.15,1.111
S0507,23,100.0,4.4,63.0,67.3,6.27,1,0,Excellent,False,False,3,68.49,81.5,1.393
S0508,22,74.1,9.4,69.8,70.0,6.01,1,0,Excellent,False,True,3,72.65,71.95,0.633
S0509,21,64.4,4.7,66.1,42.3,4.21,0,1,At Risk,False,False,0,51.96,65.25,0.877
S0510,19,,2.0,81.4,36.0,5.62,0,0,At Risk,True,False,0,,,2.676
S0511,21,48.0,3.8,69.2,43.7,5.56,1,0,Average,False,False,1,47.47,58.6,1.426
S0512,19,51.2,0.4,83.5,23.8,4.0,0,1,At Risk,False,False,0,38.5,67.35,8.0
S0513,19,79.0,3.8,83.1,49.2,4.0,0,0,Average,False,False,1,59.92,81.05,1.026
S0514,20,82.6,2.3,50.1,56.9,5.13,1,1,Average,True,False,1,54.42,66.35,2.138
S0515,19,51.3,5.8,96.4,64.2,8.01,0,0,Excellent,False,False,3,64.24,73.85,1.358
S0516,18,88.4,2.9,93.0,51.9,4.93,1,0,Good,False,False,2,63.7,90.7,1.643
S0517,22,67.8,3.8,67.7,57.8,6.35,0,0,Good,False,False,2,57.05,67.75,1.628
S0518,22,77.2,2.7,86.7,35.9,5.31,1,0,Average,True,False,1,53.7,81.95,1.896
S0519,21,99.2,7.5,77.2,77.5,6.83,1,0,Excellent,False,False,3,79.86,88.2,0.899
S0520,19,88.5,3.4,83.3,50.3,4.34,0,0,Good,False,False,2,62.06,85.9,1.24
S0521,18,71.0,7.7,71.4,66.9,4.07,0,0,Good,True,False,2,68.28,71.2,0.522
S0522,21,61.6,5.6,59.3,53.3,5.75,1,0,Good,False,False,2,55.25,60.45,1.009
S0523,20,42.7,5.0,79.3,58.4,4.85,1,0,Average,False,False,1,55.31,61.0,0.951
S0524,21,64.2,4.7,82.5,46.4,4.92,1,0,Average,True,False,1,56.62,73.35,1.025
S0525,21,71.8,4.8,78.6,61.0,4.66,0,0,Good,True,False,2,63.02,75.2,0.951
S0526,19,60.2,0.1,57.4,36.1,4.0,0,0,At Risk,False,False,0,39.33,58.8,20.0
S0527,20,73.0,3.4,75.8,50.8,5.07,1,0,Average,True,False,1,56.86,74.4,1.449
S0528,21,76.2,5.7,90.4,58.5,5.72,1,1,Excellent,False,False,3,67.1,83.3,0.986
S0529,18,71.6,3.9,82.1,46.4,4.0,1,0,Average,True,False,1,57.06,76.85,1.0
S0530,18,65.2,1.2,80.1,43.0,5.54,1,0,Average,False,False,1,49.37,72.65,4.262
S0531,22,77.5,3.9,72.7,54.4,4.79,1,0,Good,True,False,2,59.46,75.1,1.198
S0532,20,81.6,7.4,100.0,68.6,4.78,1,0,Excellent,False,False,3,76.74,90.8,0.637
S0533,20,58.6,6.5,70.4,57.8,5.38,0,1,Good,False,True,2,59.79,64.5,0.815
S0534,22,96.2,3.9,90.1,66.9,6.04,1,0,Excellent,False,False,3,71.98,93.15,1.51
S0535,21,73.5,5.9,100.0,67.1,6.15,1,0,Excellent,False,False,3,71.69,86.75,1.025
S0536,20,75.3,3.3,88.8,44.1,,0,0,Good,True,False,2,57.52,82.05,
S0537,18,85.6,0.6,73.2,54.4,5.07,1,1,Good,False,False,2,56.08,79.4,7.243
S0538,18,78.5,2.2,71.5,40.7,4.35,1,0,Average,True,False,1,51.84,75.0,1.891
S0539,19,89.3,7.1,100.0,72.8,5.49,1,1,Excellent,True,False,3,79.64,94.65,0.763
S0540,20,79.3,3.5,60.7,59.2,6.21,1,1,Good,True,False,2,58.52,70.0,1.725
S0541,21,65.8,3.5,67.4,34.9,4.24,1,0,At Risk,True,False,0,47.98,66.6,1.178
S0542,22,80.4,3.4,75.8,55.1,4.97,0,1,Good,False,False,2,60.21,78.1,1.42
S0543,22,57.8,7.8,100.0,57.0,4.0,1,0,Good,False,False,2,67.4,78.9,0.506
S0544,21,76.6,7.3,95.3,,6.68,1,1,Excellent,True,False,3,,85.95,0.903
S0545,23,74.5,8.4,77.3,78.4,5.72,1,0,Excellent,True,False,3,75.53,75.9,0.673
S0546,19,71.9,3.7,77.7,47.4,4.37,0,0,Average,False,True,1,56.27,74.8,1.15
S0547,22,73.1,4.6,75.0,49.3,5.24,0,0,Good,True,False,2,58.2,74.05,1.115
S0548,20,46.8,1.0,,37.6,4.0,1,1,At Risk,True,False,0,,,3.636
